57610.0, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, 
58440.0, {'1863241632': -3, '2330725114': -2, '243351999': 2, '243641585': -3, '243749571': -6, '30503246': -4, '30624898': 0, '32564122': 3, '89127267': -2, '89173763': -4, '89173808': -11, 'cluster_1427494838_273472399': -2, 'cluster_1757124350_1757124352': -11, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 9, 'gneJ208': 3, 'gneJ210': -7, 'gneJ255': 1, 'gneJ257': 0}, {'1863241632': 2, '2330725114': 2, '243351999': 1, '243641585': 3, '243749571': 3, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 2, '89173763': 2, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 6, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 1, 'gneJ208': 0, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 4}, {'1863241632': 4, '2330725114': 2, '243351999': 1, '243641585': 3, '243749571': 6, '30503246': 4, '30624898': 0, '32564122': 1, '89127267': 2, '89173763': 4, '89173808': 13, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 12, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 7, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 7, 'gneJ255': 0, 'gneJ257': 5}, 
58450.0, {'1863241632': -2, '2330725114': 0, '243351999': 4, '243641585': -3, '243749571': -8, '30503246': -4, '30624898': 0, '32564122': 3, '89127267': -3, '89173763': -7, '89173808': -11, 'cluster_1427494838_273472399': -6, 'cluster_1757124350_1757124352': -12, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 7, 'gneJ207': 9, 'gneJ208': 1, 'gneJ210': -7, 'gneJ255': 1, 'gneJ257': 1}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 4, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 3, '89173763': 3, '89173808': 8, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 6, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 1, 'gneJ208': 0, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 8, '30503246': 4, '30624898': 0, '32564122': 1, '89127267': 3, '89173763': 7, '89173808': 13, 'cluster_1427494838_273472399': 6, 'cluster_1757124350_1757124352': 13, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 7, 'gneJ255': 0, 'gneJ257': 4}, 
58460.0, {'1863241632': -2, '2330725114': 1, '243351999': 1, '243641585': -3, '243749571': -1, '30503246': -4, '30624898': 0, '32564122': 1, '89127267': -2, '89173763': -1, '89173808': -11, 'cluster_1427494838_273472399': -7, 'cluster_1757124350_1757124352': -6, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 9, 'gneJ208': -1, 'gneJ210': -6, 'gneJ255': 0, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 1, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 3, '89173763': 1, '89173808': 8, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 2}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 1, '30503246': 4, '30624898': 0, '32564122': 1, '89127267': 3, '89173763': 1, '89173808': 13, 'cluster_1427494838_273472399': 7, 'cluster_1757124350_1757124352': 7, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 2, 'gneJ208': 2, 'gneJ210': 6, 'gneJ255': 0, 'gneJ257': 2}, 
58470.0, {'1863241632': -3, '2330725114': 1, '243351999': 1, '243641585': -6, '243749571': -3, '30503246': -4, '30624898': 0, '32564122': -1, '89127267': -1, '89173763': -4, '89173808': -13, 'cluster_1427494838_273472399': -9, 'cluster_1757124350_1757124352': -6, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 9, 'gneJ208': -1, 'gneJ210': -6, 'gneJ255': 0, 'gneJ257': 5}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 2, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 4, '89173763': 3, '89173808': 8, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 2, 'gneJ208': 2, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 3, '2330725114': 0, '243351999': 0, '243641585': 6, '243749571': 3, '30503246': 4, '30624898': 0, '32564122': 1, '89127267': 4, '89173763': 4, '89173808': 13, 'cluster_1427494838_273472399': 9, 'cluster_1757124350_1757124352': 7, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 2, 'gneJ208': 2, 'gneJ210': 6, 'gneJ255': 0, 'gneJ257': 0}, 
58480.0, {'1863241632': -2, '2330725114': 0, '243351999': -2, '243641585': -6, '243749571': -5, '30503246': -4, '30624898': 0, '32564122': 1, '89127267': -5, '89173763': 0, '89173808': -13, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': -6, 'cluster_1863241547_1863241548_1976170214': -1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 11, 'gneJ208': -1, 'gneJ210': -6, 'gneJ255': 0, 'gneJ257': 5}, {'1863241632': 2, '2330725114': 0, '243351999': 2, '243641585': 4, '243749571': 4, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 2, '89173763': 0, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 0, '243351999': 2, '243641585': 6, '243749571': 5, '30503246': 4, '30624898': 0, '32564122': 2, '89127267': 5, '89173763': 0, '89173808': 13, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 7, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 6, 'gneJ255': 0, 'gneJ257': 3}, 
58490.0, {'1863241632': -2, '2330725114': 0, '243351999': 0, '243641585': -8, '243749571': -7, '30503246': -4, '30624898': -1, '32564122': 1, '89127267': -1, '89173763': -1, '89173808': -13, 'cluster_1427494838_273472399': -2, 'cluster_1757124350_1757124352': -6, 'cluster_1863241547_1863241548_1976170214': -2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -2, 'gneJ207': 13, 'gneJ208': -3, 'gneJ210': -6, 'gneJ255': 0, 'gneJ257': 5}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 6, '243749571': 6, '30503246': 2, '30624898': 1, '32564122': 1, '89127267': 2, '89173763': 1, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 0, 'gneJ208': 4, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 0, '243351999': 0, '243641585': 8, '243749571': 7, '30503246': 4, '30624898': 1, '32564122': 2, '89127267': 2, '89173763': 1, '89173808': 13, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 7, 'cluster_1863241547_1863241548_1976170214': 4, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 8, 'gneJ207': 0, 'gneJ208': 4, 'gneJ210': 6, 'gneJ255': 0, 'gneJ257': 3}, 
58500.0, {'1863241632': -2, '2330725114': 1, '243351999': 0, '243641585': -10, '243749571': -8, '30503246': -4, '30624898': -1, '32564122': 1, '89127267': -4, '89173763': 0, '89173808': -13, 'cluster_1427494838_273472399': -3, 'cluster_1757124350_1757124352': -6, 'cluster_1863241547_1863241548_1976170214': -3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -5, 'gneJ207': 17, 'gneJ208': -2, 'gneJ210': -5, 'gneJ255': -1, 'gneJ257': 5}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 8, '243749571': 7, '30503246': 2, '30624898': 1, '32564122': 1, '89127267': 6, '89173763': 0, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 3, 'gneJ255': 1, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 10, '243749571': 8, '30503246': 4, '30624898': 1, '32564122': 2, '89127267': 6, '89173763': 0, '89173808': 13, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 7, 'cluster_1863241547_1863241548_1976170214': 5, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 11, 'gneJ207': 0, 'gneJ208': 3, 'gneJ210': 6, 'gneJ255': 1, 'gneJ257': 3}, 
58510.0, {'1863241632': -2, '2330725114': 3, '243351999': 2, '243641585': -10, '243749571': -5, '30503246': 0, '30624898': -1, '32564122': 1, '89127267': -6, '89173763': -3, '89173808': -12, 'cluster_1427494838_273472399': -2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': -17, 'gneJ207': 19, 'gneJ208': -3, 'gneJ210': -2, 'gneJ255': 0, 'gneJ257': 1}, {'1863241632': 2, '2330725114': 1, '243351999': 1, '243641585': 8, '243749571': 4, '30503246': 0, '30624898': 1, '32564122': 1, '89127267': 7, '89173763': 2, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 7, 'gneJ207': 1, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 1, '243351999': 1, '243641585': 10, '243749571': 5, '30503246': 0, '30624898': 1, '32564122': 2, '89127267': 7, '89173763': 3, '89173808': 13, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 17, 'gneJ207': 1, 'gneJ208': 4, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 3}, 
58520.0, {'1863241632': -2, '2330725114': 3, '243351999': 3, '243641585': -10, '243749571': -3, '30503246': -4, '30624898': -2, '32564122': 1, '89127267': -5, '89173763': -5, '89173808': -13, 'cluster_1427494838_273472399': -2, 'cluster_1757124350_1757124352': -2, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': -12, 'gneJ207': 12, 'gneJ208': -4, 'gneJ210': -2, 'gneJ255': 0, 'gneJ257': 5}, {'1863241632': 2, '2330725114': 1, '243351999': 1, '243641585': 8, '243749571': 4, '30503246': 2, '30624898': 2, '32564122': 1, '89127267': 7, '89173763': 3, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 2, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 1, '243351999': 1, '243641585': 10, '243749571': 4, '30503246': 4, '30624898': 2, '32564122': 3, '89127267': 7, '89173763': 5, '89173808': 13, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 12, 'gneJ207': 2, 'gneJ208': 5, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 4}, 
58530.0, {'1863241632': -2, '2330725114': 4, '243351999': 0, '243641585': -10, '243749571': 0, '30503246': -4, '30624898': 0, '32564122': 2, '89127267': -7, '89173763': -1, '89173808': -13, 'cluster_1427494838_273472399': -5, 'cluster_1757124350_1757124352': -1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -1, 'gneJ143': -5, 'gneJ207': 6, 'gneJ208': -6, 'gneJ210': 0, 'gneJ255': -1, 'gneJ257': 5}, {'1863241632': 2, '2330725114': 1, '243351999': 1, '243641585': 8, '243749571': 1, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 7, '89173763': 1, '89173808': 8, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 5, 'gneJ207': 2, 'gneJ208': 5, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 1, '243351999': 1, '243641585': 10, '243749571': 1, '30503246': 4, '30624898': 0, '32564122': 3, '89127267': 7, '89173763': 1, '89173808': 13, 'cluster_1427494838_273472399': 5, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 6, 'gneJ207': 2, 'gneJ208': 6, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 4}, 
58540.0, {'1863241632': -2, '2330725114': 5, '243351999': 0, '243641585': -10, '243749571': -5, '30503246': -4, '30624898': 2, '32564122': 1, '89127267': -7, '89173763': -3, '89173808': -13, 'cluster_1427494838_273472399': -8, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -9, 'gneJ207': 11, 'gneJ208': -5, 'gneJ210': 0, 'gneJ255': -2, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 0, '243351999': 1, '243641585': 8, '243749571': 5, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 5, '89173763': 2, '89173808': 8, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 0, 'gneJ208': 5, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 0, '243351999': 1, '243641585': 11, '243749571': 5, '30503246': 4, '30624898': 0, '32564122': 3, '89127267': 7, '89173763': 4, '89173808': 13, 'cluster_1427494838_273472399': 8, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 9, 'gneJ207': 0, 'gneJ208': 5, 'gneJ210': 2, 'gneJ255': 2, 'gneJ257': 5}, 
58550.0, {'1863241632': -2, '2330725114': 2, '243351999': -1, '243641585': -10, '243749571': -1, '30503246': -4, '30624898': 0, '32564122': 1, '89127267': -3, '89173763': 0, '89173808': -7, 'cluster_1427494838_273472399': -10, 'cluster_1757124350_1757124352': -7, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -3, 'gneJ207': 11, 'gneJ208': -2, 'gneJ210': -3, 'gneJ255': 0, 'gneJ257': 5}, {'1863241632': 2, '2330725114': 0, '243351999': 1, '243641585': 8, '243749571': 1, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 4, '89173763': 1, '89173808': 5, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 4, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 0, '243351999': 1, '243641585': 10, '243749571': 1, '30503246': 4, '30624898': 0, '32564122': 3, '89127267': 4, '89173763': 1, '89173808': 7, 'cluster_1427494838_273472399': 10, 'cluster_1757124350_1757124352': 8, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 11, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 4}, 
58560.0, {'1863241632': -2, '2330725114': 3, '243351999': -3, '243641585': -9, '243749571': -3, '30503246': -4, '30624898': 0, '32564122': 0, '89127267': -4, '89173763': 0, '89173808': -8, 'cluster_1427494838_273472399': -3, 'cluster_1757124350_1757124352': -7, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': -6, 'gneJ207': 15, 'gneJ208': -3, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 0, '243351999': 2, '243641585': 8, '243749571': 3, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 4, '89173763': 1, '89173808': 5, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 5, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 6, 'gneJ207': 1, 'gneJ208': 3, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 0, '243351999': 3, '243641585': 9, '243749571': 3, '30503246': 4, '30624898': 0, '32564122': 3, '89127267': 4, '89173763': 1, '89173808': 9, 'cluster_1427494838_273472399': 3, 'cluster_1757124350_1757124352': 9, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 15, 'gneJ207': 1, 'gneJ208': 3, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 3}, 
58570.0, {'1863241632': -2, '2330725114': 4, '243351999': -1, '243641585': -8, '243749571': -2, '30503246': -4, '30624898': 0, '32564122': 0, '89127267': -1, '89173763': 0, '89173808': -13, 'cluster_1427494838_273472399': -10, 'cluster_1757124350_1757124352': -9, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -1, 'gneJ207': 11, 'gneJ208': -2, 'gneJ210': -1, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 2, '2330725114': 0, '243351999': 1, '243641585': 5, '243749571': 1, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 2, '89173763': 1, '89173808': 8, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 5, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 2, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 3}, {'1863241632': 2, '2330725114': 0, '243351999': 1, '243641585': 8, '243749571': 2, '30503246': 4, '30624898': 0, '32564122': 3, '89127267': 2, '89173763': 1, '89173808': 13, 'cluster_1427494838_273472399': 10, 'cluster_1757124350_1757124352': 9, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 10, 'gneJ207': 2, 'gneJ208': 4, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 3}, 
